,kw_prod,kw_used,tou_rate,kw_prod_jacked
2014-07-01 00:00:00,0.0,-14.08,0.202,0.0
2014-07-01 00:15:00,0.0,-14.08,0.202,0.0
2014-07-01 00:30:00,0.0,-14.72,0.202,0.0
2014-07-01 00:45:00,0.0,-14.08,0.202,0.0
2014-07-01 01:00:00,0.0,-14.08,0.202,0.0
2014-07-01 01:15:00,0.0,-14.72,0.202,0.0
2014-07-01 01:30:00,0.0,-14.08,0.202,0.0
2014-07-01 01:45:00,0.0,-14.08,0.202,0.0
2014-07-01 02:00:00,0.0,-14.72,0.202,0.0
2014-07-01 02:15:00,0.0,-14.08,0.202,0.0
2014-07-01 02:30:00,0.0,-14.08,0.202,0.0
2014-07-01 02:45:00,0.0,-14.08,0.202,0.0
2014-07-01 03:00:00,0.0,-14.08,0.202,0.0
2014-07-01 03:15:00,0.0,-14.08,0.202,0.0
2014-07-01 03:30:00,0.0,-14.08,0.202,0.0
2014-07-01 03:45:00,0.0,-27.52,0.202,0.0
2014-07-01 04:00:00,0.0,-36.48,0.202,0.0
2014-07-01 04:15:00,0.0,-37.12,0.202,0.0
2014-07-01 04:30:00,0.0,-37.12,0.202,0.0
2014-07-01 04:45:00,0.0,-43.52,0.202,0.0
2014-07-01 05:00:00,0.0,-47.36,0.202,0.0
2014-07-01 05:15:00,0.0,-48.0,0.202,0.0
2014-07-01 05:30:00,0.0,-47.36,0.202,0.0
2014-07-01 05:45:00,0.0,-48.0,0.202,0.0
2014-07-01 06:00:00,0.0,-47.36,0.202,0.0
2014-07-01 06:15:00,0.0,-44.8,0.202,0.0
2014-07-01 06:30:00,0.161562255007,-44.8,0.202,0.24234338251
2014-07-01 06:45:00,0.614775853467,-44.16,0.202,0.922163780201
2014-07-01 07:00:00,1.33865868434,-44.16,0.202,2.00798802651
2014-07-01 07:15:00,2.32481790321,-44.8,0.202,3.48722685482
2014-07-01 07:30:00,2.98365618987,-44.16,0.202,4.4754842848
2014-07-01 07:45:00,3.84811916471,-44.8,0.202,5.77217874706
2014-07-01 08:00:00,5.35883115958,-45.44,0.202,8.03824673936
2014-07-01 08:15:00,6.53802580001,-46.08,0.202,9.80703870002
2014-07-01 08:30:00,8.24596963866,-45.44,0.23,12.368954458
2014-07-01 08:45:00,10.3211004205,-46.72,0.23,15.4816506307
2014-07-01 09:00:00,12.9900249448,-46.08,0.23,19.4850374171
2014-07-01 09:15:00,14.7399330055,-45.44,0.23,22.1098995082
2014-07-01 09:30:00,17.3668933077,-46.08,0.23,26.0503399615
2014-07-01 09:45:00,20.5309956525,-46.72,0.23,30.7964934787
2014-07-01 10:00:00,22.3438500463,-47.36,0.23,33.5157750695
2014-07-01 10:15:00,26.4206742214,-46.72,0.23,39.6310113321
2014-07-01 10:30:00,27.7572346946,-47.36,0.23,41.6358520419
2014-07-01 10:45:00,26.5927275319,-46.72,0.23,39.8890912978
2014-07-01 11:00:00,25.384157936,-47.36,0.23,38.076236904
2014-07-01 11:15:00,28.5251799587,-46.72,0.23,42.787769938
2014-07-01 11:30:00,35.0757950253,-46.72,0.23,52.613692538
2014-07-01 11:45:00,40.6108759176,-46.72,0.23,60.9163138764
2014-07-01 12:00:00,36.3137395767,-46.72,0.253,54.470609365
2014-07-01 12:15:00,45.2017618131,-46.08,0.253,67.8026427197
2014-07-01 12:30:00,42.1803378234,-46.72,0.253,63.2705067351
2014-07-01 12:45:00,37.9230674934,-46.08,0.253,56.8846012401
2014-07-01 13:00:00,43.4455591191,-46.72,0.253,65.1683386786
2014-07-01 13:15:00,58.8443304112,-46.08,0.253,88.2664956168
2014-07-01 13:30:00,53.835900506,-46.72,0.253,80.753850759
2014-07-01 13:45:00,66.4923098853,-46.08,0.253,99.7384648279
2014-07-01 14:00:00,81.1483144466,-46.72,0.253,121.72247167
2014-07-01 14:15:00,86.3686636733,-47.36,0.253,129.55299551
2014-07-01 14:30:00,53.4246511296,-42.88,0.253,80.1369766945
2014-07-01 14:45:00,37.7048535386,-37.12,0.253,56.5572803079
2014-07-01 15:00:00,54.0268377165,-32.0,0.253,81.0402565747
2014-07-01 15:15:00,57.4595110826,-32.0,0.253,86.1892666239
2014-07-01 15:30:00,37.4090057729,-32.0,0.253,56.1135086594
2014-07-01 15:45:00,32.2096386573,-20.48,0.253,48.3144579859
2014-07-01 16:00:00,49.2072468106,-10.24,0.253,73.810870216
2014-07-01 16:15:00,65.3005259782,-10.24,0.253,97.9507889673
2014-07-01 16:30:00,62.1616021666,-10.24,0.253,93.2424032499
2014-07-01 16:45:00,53.854784406,-9.6,0.253,80.7821766089
2014-07-01 17:00:00,62.5875390207,-10.24,0.253,93.8813085311
2014-07-01 17:15:00,47.8287221153,-9.6,0.253,71.743083173
2014-07-01 17:30:00,27.2137980187,-10.24,0.253,40.820697028
2014-07-01 17:45:00,20.6904596964,-9.6,0.253,31.0356895446
2014-07-01 18:00:00,17.2242149526,-10.24,0.23,25.8363224289
2014-07-01 18:15:00,10.2644487207,-10.24,0.23,15.396673081
2014-07-01 18:30:00,8.49146033782,-9.6,0.23,12.7371905067
2014-07-01 18:45:00,7.82003278455,-10.24,0.23,11.7300491768
2014-07-01 19:00:00,4.14606514147,-9.6,0.23,6.21909771221
2014-07-01 19:15:00,3.38231629962,-10.24,0.23,5.07347444943
2014-07-01 19:30:00,2.56191575796,-9.6,0.23,3.84287363695
2014-07-01 19:45:00,1.17080179602,-10.24,0.23,1.75620269403
2014-07-01 20:00:00,0.736472097498,-10.24,0.23,1.10470814625
2014-07-01 20:15:00,0.0503570664956,-13.44,0.23,0.0755355997434
2014-07-01 20:30:00,0.0,-14.08,0.23,0.0
2014-07-01 20:45:00,0.0,-14.08,0.23,0.0
2014-07-01 21:00:00,0.0,-14.08,0.23,0.0
2014-07-01 21:15:00,0.0,-13.44,0.23,0.0
2014-07-01 21:30:00,0.0,-14.08,0.202,0.0
2014-07-01 21:45:00,0.0,-14.08,0.202,0.0
2014-07-01 22:00:00,0.0,-14.08,0.202,0.0
2014-07-01 22:15:00,0.0,-14.08,0.202,0.0
2014-07-01 22:30:00,0.0,-14.08,0.202,0.0
2014-07-01 22:45:00,0.0,-14.08,0.202,0.0
2014-07-01 23:00:00,0.0,-14.08,0.202,0.0
2014-07-01 23:15:00,0.0,-14.08,0.202,0.0
2014-07-01 23:30:00,0.0,-14.08,0.202,0.0
2014-07-01 23:45:00,0.0,-14.08,0.202,0.0
2014-07-02 00:00:00,0.0,-14.08,0.202,0.0
2014-07-02 00:15:00,0.0,-14.08,0.202,0.0
2014-07-02 00:30:00,0.0,-14.08,0.202,0.0
2014-07-02 00:45:00,0.0,-14.08,0.202,0.0
2014-07-02 01:00:00,0.0,-14.08,0.202,0.0
2014-07-02 01:15:00,0.0,-14.08,0.202,0.0
2014-07-02 01:30:00,0.0,-14.72,0.202,0.0
2014-07-02 01:45:00,0.0,-13.44,0.202,0.0
2014-07-02 02:00:00,0.0,-14.08,0.202,0.0
2014-07-02 02:15:00,0.0,-14.08,0.202,0.0
2014-07-02 02:30:00,0.0,-14.08,0.202,0.0
2014-07-02 02:45:00,0.0,-14.08,0.202,0.0
2014-07-02 03:00:00,0.0,-14.08,0.202,0.0
2014-07-02 03:15:00,0.0,-14.08,0.202,0.0
2014-07-02 03:30:00,0.0,-13.44,0.202,0.0
2014-07-02 03:45:00,0.0,-27.52,0.202,0.0
2014-07-02 04:00:00,0.0,-36.48,0.202,0.0
2014-07-02 04:15:00,0.0,-36.48,0.202,0.0
2014-07-02 04:30:00,0.0,-37.12,0.202,0.0
2014-07-02 04:45:00,0.0,-42.88,0.202,0.0
2014-07-02 05:00:00,0.0,-47.36,0.202,0.0
2014-07-02 05:15:00,0.0,-47.36,0.202,0.0
2014-07-02 05:30:00,0.0,-47.36,0.202,0.0
2014-07-02 05:45:00,0.0,-48.0,0.202,0.0
2014-07-02 06:00:00,0.0,-47.36,0.202,0.0
2014-07-02 06:15:00,0.0,-44.8,0.202,0.0
2014-07-02 06:30:00,0.260178176894,-44.16,0.202,0.390267265341
2014-07-02 06:45:00,0.686115031003,-44.8,0.202,1.0291725465
2014-07-02 07:00:00,1.37432827311,-43.52,0.202,2.06149240966
2014-07-02 07:15:00,2.50316584705,-44.16,0.202,3.75474877058
2014-07-02 07:30:00,3.23963794455,-44.16,0.202,4.85945691683
2014-07-02 07:45:00,5.86450003564,-45.44,0.202,8.79675005345
2014-07-02 08:00:00,6.96186444302,-46.72,0.202,10.4427966645
2014-07-02 08:15:00,7.56405102986,-48.0,0.202,11.3460765448
2014-07-02 08:30:00,12.7760074122,-48.0,0.23,19.1640111182
2014-07-02 08:45:00,10.1343596322,-48.64,0.23,15.2015394484
2014-07-02 09:00:00,13.2145335329,-48.64,0.23,19.8218002993
2014-07-02 09:15:00,12.4528829021,-48.64,0.23,18.6793243532
2014-07-02 09:30:00,16.2863145891,-48.64,0.23,24.4294718837
2014-07-02 09:45:00,23.22509871,-48.0,0.23,34.837648065
2014-07-02 10:00:00,24.6204090941,-48.0,0.23,36.9306136412
2014-07-02 10:15:00,27.7971007056,-48.0,0.23,41.6956510584
2014-07-02 10:30:00,29.5218302331,-48.0,0.23,44.2827453496
2014-07-02 10:45:00,32.1697726463,-48.0,0.23,48.2546589694
2014-07-02 11:00:00,53.6680436177,-48.0,0.23,80.5020654266
2014-07-02 11:15:00,69.1801183095,-47.36,0.23,103.770177464
2014-07-02 11:30:00,69.1402522985,-48.0,0.23,103.710378448
2014-07-02 11:45:00,70.4432413941,-47.36,0.23,105.664862091
2014-07-02 12:00:00,70.4705181384,-48.0,0.253,105.705777208
2014-07-02 12:15:00,70.3781968498,-47.36,0.253,105.567295275
2014-07-02 12:30:00,72.2330154658,-47.36,0.253,108.349523199
2014-07-02 12:45:00,73.0743981185,-47.36,0.253,109.611597178
2014-07-02 13:00:00,72.7932378305,-47.36,0.253,109.189856746
2014-07-02 13:15:00,73.3408709287,-47.36,0.253,110.011306393
2014-07-02 13:30:00,72.8352020526,-47.36,0.253,109.252803079
2014-07-02 13:45:00,72.8939519635,-47.36,0.253,109.340927945
2014-07-02 14:00:00,71.8784177892,-47.36,0.253,107.817626684
2014-07-02 14:15:00,70.5481519493,-46.08,0.253,105.822227924
2014-07-02 14:30:00,69.2052968427,-44.16,0.253,103.807945264
2014-07-02 14:45:00,68.0030218801,-35.84,0.253,102.00453282
2014-07-02 15:00:00,66.4167742855,-30.72,0.253,99.6251614283
2014-07-02 15:15:00,63.863251372,-30.72,0.253,95.7948770579
2014-07-02 15:30:00,61.6685225572,-30.72,0.253,92.5027838358
2014-07-02 15:45:00,59.9228109187,-19.84,0.253,89.884216378
2014-07-02 16:00:00,57.5371448935,-8.96,0.253,86.3057173402
2014-07-02 16:15:00,54.561881548,-9.6,0.253,81.842822322
2014-07-02 16:30:00,51.3012614924,-8.96,0.253,76.9518922386
2014-07-02 16:45:00,47.9294362483,-8.96,0.253,71.8941543725
2014-07-02 17:00:00,44.4694861378,-8.96,0.253,66.7042292068
2014-07-02 17:15:00,40.5542242178,-9.6,0.253,60.8313363267
2014-07-02 17:30:00,36.8634708859,-8.96,0.253,55.2952063288
2014-07-02 17:45:00,33.35526192,-8.96,0.253,50.0328928801
2014-07-02 18:00:00,29.6204461549,-8.96,0.23,44.4306692324
2014-07-02 18:15:00,26.3409421994,-9.6,0.23,39.5114132991
2014-07-02 18:30:00,21.7773330483,-8.96,0.23,32.6659995724
2014-07-02 18:45:00,9.75668163353,-8.96,0.23,14.6350224503
2014-07-02 19:00:00,11.9346247595,-8.96,0.23,17.9019371392
2014-07-02 19:15:00,9.66016392274,-8.96,0.23,14.4902458841
2014-07-02 19:30:00,5.45325065925,-9.6,0.23,8.17987598888
2014-07-02 19:45:00,3.85231558691,-8.96,0.23,5.77847338037
2014-07-02 20:00:00,1.79606870501,-8.96,0.23,2.69410305752
2014-07-02 20:15:00,0.610579431259,-12.8,0.23,0.915869146889
2014-07-02 20:30:00,0.0,-13.44,0.23,0.0
2014-07-02 20:45:00,0.0,-12.8,0.23,0.0
2014-07-02 21:00:00,0.0,-12.8,0.23,0.0
2014-07-02 21:15:00,0.0,-13.44,0.23,0.0
2014-07-02 21:30:00,0.0,-12.8,0.202,0.0
2014-07-02 21:45:00,0.0,-13.44,0.202,0.0
2014-07-02 22:00:00,0.0,-12.8,0.202,0.0
2014-07-02 22:15:00,0.0,-13.44,0.202,0.0
2014-07-02 22:30:00,0.0,-12.8,0.202,0.0
2014-07-02 22:45:00,0.0,-13.44,0.202,0.0
2014-07-02 23:00:00,0.0,-12.8,0.202,0.0
2014-07-02 23:15:00,0.0,-12.8,0.202,0.0
2014-07-02 23:30:00,0.0,-13.44,0.202,0.0
2014-07-02 23:45:00,0.0,-12.8,0.202,0.0
2014-07-03 00:00:00,0.0,-13.44,0.202,0.0
2014-07-03 00:15:00,0.0,-12.8,0.202,0.0
2014-07-03 00:30:00,0.0,-13.44,0.202,0.0
2014-07-03 00:45:00,0.0,-12.8,0.202,0.0
2014-07-03 01:00:00,0.0,-13.44,0.202,0.0
2014-07-03 01:15:00,0.0,-13.44,0.202,0.0
2014-07-03 01:30:00,0.0,-12.8,0.202,0.0
2014-07-03 01:45:00,0.0,-12.8,0.202,0.0
2014-07-03 02:00:00,0.0,-13.44,0.202,0.0
2014-07-03 02:15:00,0.0,-12.8,0.202,0.0
2014-07-03 02:30:00,0.0,-12.8,0.202,0.0
2014-07-03 02:45:00,0.0,-13.44,0.202,0.0
2014-07-03 03:00:00,0.0,-12.8,0.202,0.0
2014-07-03 03:15:00,0.0,-13.44,0.202,0.0
2014-07-03 03:30:00,0.0,-12.8,0.202,0.0
2014-07-03 03:45:00,0.0,-26.24,0.202,0.0
2014-07-03 04:00:00,0.0,-36.48,0.202,0.0
2014-07-03 04:15:00,0.0,-35.84,0.202,0.0
2014-07-03 04:30:00,0.0,-36.48,0.202,0.0
2014-07-03 04:45:00,0.0,-42.24,0.202,0.0
2014-07-03 05:00:00,0.0,-46.72,0.202,0.0
2014-07-03 05:15:00,0.0,-46.72,0.202,0.0
2014-07-03 05:30:00,0.0,-47.36,0.202,0.0
2014-07-03 05:45:00,0.0,-46.72,0.202,0.0
2014-07-03 06:00:00,0.0,-46.72,0.202,0.0
2014-07-03 06:15:00,0.0566516998076,-44.16,0.202,0.0849775497114
2014-07-03 06:30:00,0.407052954173,-43.52,0.202,0.610579431259
2014-07-03 06:45:00,1.52330126149,-43.52,0.202,2.28495189224
2014-07-03 07:00:00,2.3709785475,-42.88,0.202,3.55646782125
2014-07-03 07:15:00,3.06338821182,-43.52,0.202,4.59508231773
2014-07-03 07:30:00,3.61102130996,-43.52,0.202,5.41653196493
2014-07-03 07:45:00,5.53717910341,-46.08,0.202,8.30576865512
2014-07-03 08:00:00,8.00047893949,-46.72,0.202,12.0007184092
2014-07-03 08:15:00,9.97909201055,-46.72,0.202,14.9686380158
2014-07-03 08:30:00,11.5317682275,-46.72,0.23,17.2976523412
2014-07-03 08:45:00,12.8011859454,-46.72,0.23,19.2017789181
2014-07-03 09:00:00,16.3870287221,-46.08,0.23,24.5805430832
2014-07-03 09:15:00,19.3350153232,-46.72,0.23,29.0025229848
2014-07-03 09:30:00,22.115145036,-46.72,0.23,33.172717554
2014-07-03 09:45:00,29.0812059012,-48.64,0.23,43.6218088518
2014-07-03 10:00:00,31.7354429478,-49.28,0.23,47.6031644216
2014-07-03 10:15:00,57.3944665384,-49.28,0.23,86.0916998076
2014-07-03 10:30:00,60.6173187941,-49.28,0.23,90.9259781911
2014-07-03 10:45:00,62.5497712209,-51.2,0.23,93.8246568313
2014-07-03 11:00:00,64.8661962797,-50.56,0.23,97.2992944195
2014-07-03 11:15:00,66.5783365405,-50.56,0.23,99.8675048108
2014-07-03 11:30:00,67.9820397691,-51.2,0.23,101.973059654
2014-07-03 11:45:00,69.3647608866,-50.56,0.23,104.04714133
2014-07-03 12:00:00,70.7747587485,-50.56,0.253,106.162138123
2014-07-03 12:15:00,71.7441322785,-50.56,0.253,107.616198418
2014-07-03 12:30:00,72.1868548215,-51.2,0.253,108.280282232
2014-07-03 12:45:00,73.2296657401,-51.84,0.253,109.84449861
2014-07-03 13:00:00,73.5947544722,-50.56,0.253,110.392131708
2014-07-03 13:15:00,73.0911838073,-51.2,0.253,109.636775711
2014-07-03 13:30:00,73.3513619842,-51.2,0.253,110.027042976
2014-07-03 13:45:00,72.9212287079,-51.2,0.253,109.381843062
2014-07-03 14:00:00,72.3169439099,-50.56,0.253,108.475415865
2014-07-03 14:15:00,71.0622136697,-45.44,0.253,106.593320505
2014-07-03 14:30:00,69.99842064,-41.6,0.253,104.99763096
2014-07-03 14:45:00,68.6450744779,-34.56,0.253,102.967611717
2014-07-03 15:00:00,67.0147644501,-29.44,0.253,100.522146675
2014-07-03 15:15:00,65.2459724895,-30.08,0.253,97.8689587342
2014-07-03 15:30:00,63.0491454636,-29.44,0.253,94.5737181954
2014-07-03 15:45:00,60.7411132492,-18.56,0.253,91.1116698739
2014-07-03 16:00:00,58.2274563467,-8.32,0.253,87.34118452
2014-07-03 16:15:00,55.4242463117,-8.32,0.253,83.1363694676
2014-07-03 16:30:00,52.6420183879,-7.68,0.253,78.9630275818
2014-07-03 16:45:00,49.6646568313,-8.32,0.253,74.496985247
2014-07-03 17:00:00,46.0242605659,-8.32,0.253,69.0363908488
2014-07-03 17:15:00,42.2076145677,-7.68,0.253,63.3114218516
2014-07-03 17:30:00,38.5588254579,-8.32,0.253,57.8382381869
2014-07-03 17:45:00,34.6351706935,-8.32,0.253,51.9527560402
2014-07-03 18:00:00,30.3632128858,-7.68,0.23,45.5448193286
2014-07-03 18:15:00,26.1143354002,-8.32,0.23,39.1715031003
2014-07-03 18:30:00,21.9808595253,-8.32,0.23,32.971289288
2014-07-03 18:45:00,17.1339918751,-7.68,0.23,25.7009878127
2014-07-03 19:00:00,11.804535671,-8.32,0.23,17.7068035065
2014-07-03 19:15:00,9.06846839142,-8.32,0.23,13.6027025871
2014-07-03 19:30:00,5.82673223576,-7.68,0.23,8.74009835365
2014-07-03 19:45:00,3.70544080964,-8.32,0.23,5.55816121445
2014-07-03 20:00:00,1.72053310527,-8.96,0.23,2.5807996579
2014-07-03 20:15:00,0.633659753403,-11.52,0.23,0.950489630105
2014-07-03 20:30:00,0.0,-12.8,0.23,0.0
2014-07-03 20:45:00,0.0,-12.16,0.23,0.0
2014-07-03 21:00:00,0.0,-12.16,0.23,0.0
2014-07-03 21:15:00,0.0,-12.16,0.23,0.0
2014-07-03 21:30:00,0.0,-12.16,0.202,0.0
2014-07-03 21:45:00,0.0,-12.16,0.202,0.0
2014-07-03 22:00:00,0.0,-12.16,0.202,0.0
2014-07-03 22:15:00,0.0,-12.8,0.202,0.0
2014-07-03 22:30:00,0.0,-12.16,0.202,0.0
2014-07-03 22:45:00,0.0,-12.16,0.202,0.0
2014-07-03 23:00:00,0.0,-12.16,0.202,0.0
2014-07-03 23:15:00,0.0,-12.16,0.202,0.0
2014-07-03 23:30:00,0.0,-12.8,0.202,0.0
2014-07-03 23:45:00,0.0,-12.16,0.202,0.0
2014-07-04 00:00:00,0.0,-12.16,0.202,0.0
2014-07-04 00:15:00,0.0,-12.16,0.202,0.0
2014-07-04 00:30:00,0.0,-12.16,0.202,0.0
2014-07-04 00:45:00,0.0,-12.8,0.202,0.0
2014-07-04 01:00:00,0.0,-11.52,0.202,0.0
2014-07-04 01:15:00,0.0,-12.8,0.202,0.0
2014-07-04 01:30:00,0.0,-12.16,0.202,0.0
2014-07-04 01:45:00,0.0,-12.16,0.202,0.0
2014-07-04 02:00:00,0.0,-12.16,0.202,0.0
2014-07-04 02:15:00,0.0,-12.16,0.202,0.0
2014-07-04 02:30:00,0.0,-12.8,0.202,0.0
2014-07-04 02:45:00,0.0,-12.16,0.202,0.0
2014-07-04 03:00:00,0.0,-11.52,0.202,0.0
2014-07-04 03:15:00,0.0,-12.8,0.202,0.0
2014-07-04 03:30:00,0.0,-12.16,0.202,0.0
2014-07-04 03:45:00,0.0,-12.16,0.202,0.0
2014-07-04 04:00:00,0.0,-12.16,0.202,0.0
2014-07-04 04:15:00,0.0,-24.96,0.202,0.0
2014-07-04 04:30:00,0.0,-35.2,0.202,0.0
2014-07-04 04:45:00,0.0,-41.6,0.202,0.0
2014-07-04 05:00:00,0.0,-46.72,0.202,0.0
2014-07-04 05:15:00,0.0,-45.44,0.202,0.0
2014-07-04 05:30:00,0.0,-46.08,0.202,0.0
2014-07-04 05:45:00,0.0,-46.08,0.202,0.0
2014-07-04 06:00:00,0.00419642220797,-46.08,0.202,0.00629463331195
2014-07-04 06:15:00,0.0314731665598,-43.52,0.202,0.0472097498396
2014-07-04 06:30:00,0.644150808923,-42.88,0.202,0.966226213385
2014-07-04 06:45:00,1.9471399045,-43.52,0.202,2.92070985675
2014-07-04 07:00:00,2.83258499038,-41.6,0.202,4.24887748557
2014-07-04 07:15:00,4.25727032998,-42.24,0.202,6.38590549498
2014-07-04 07:30:00,8.14315729456,-42.24,0.202,12.2147359418
2014-07-04 07:45:00,10.3903413869,-42.24,0.202,15.5855120804
2014-07-04 08:00:00,10.8372603521,-41.6,0.202,16.2558905281
2014-07-04 08:15:00,19.4504169339,-41.6,0.202,29.1756254009
2014-07-04 08:30:00,22.6564835008,-41.6,0.23,33.9847252512
2014-07-04 08:45:00,36.0430703442,-41.6,0.23,54.0646055164
2014-07-04 09:00:00,37.9986030932,-40.96,0.23,56.9979046397
2014-07-04 09:15:00,38.5336469247,-40.96,0.23,57.800470387
2014-07-04 09:30:00,42.3377036562,-40.96,0.23,63.5065554843
2014-07-04 09:45:00,51.0473779488,-40.96,0.23,76.5710669232
2014-07-04 10:00:00,54.8430418359,-40.96,0.23,82.2645627539
2014-07-04 10:15:00,57.629466182,-40.96,0.23,86.444199273
2014-07-04 10:30:00,60.2648193286,-40.96,0.23,90.3972289929
2014-07-04 10:45:00,63.0785204191,-40.96,0.23,94.6177806286
2014-07-04 11:00:00,64.8557052241,-40.96,0.23,97.2835578362
2014-07-04 11:15:00,67.0441394056,-40.96,0.23,100.566209108
2014-07-04 11:30:00,69.2934217091,-40.96,0.23,103.940132564
2014-07-04 11:45:00,70.5817233269,-40.96,0.23,105.87258499
2014-07-04 12:00:00,71.8364535671,-40.96,0.253,107.754680351
2014-07-04 12:15:00,72.7974342527,-40.96,0.253,109.196151379
2014-07-04 12:30:00,73.5716741501,-40.96,0.253,110.357511225
2014-07-04 12:45:00,74.2011374813,-40.96,0.253,111.301706222
2014-07-04 13:00:00,74.3752890029,-40.32,0.253,111.562933504
2014-07-04 13:15:00,74.2305124367,-40.96,0.253,111.345768655
2014-07-04 13:30:00,74.2032356924,-40.32,0.253,111.304853539
2014-07-04 13:45:00,73.9451557266,-40.96,0.253,110.91773359
2014-07-04 14:00:00,73.1897997292,-40.32,0.253,109.784699594
2014-07-04 14:15:00,72.1889530326,-40.96,0.253,108.283429549
2014-07-04 14:30:00,71.3160972133,-40.32,0.253,106.97414582
2014-07-04 14:45:00,69.7613227853,-35.2,0.253,104.641984178
2014-07-04 15:00:00,68.3806998788,-30.08,0.253,102.571049818
2014-07-04 15:15:00,66.5132919963,-29.44,0.253,99.7699379944
2014-07-04 15:30:00,64.570348514,-30.08,0.253,96.855522771
2014-07-04 15:45:00,61.966468534,-18.56,0.253,92.9497028009
2014-07-04 16:00:00,59.7633468748,-8.32,0.253,89.6450203122
2014-07-04 16:15:00,56.6013427411,-8.32,0.253,84.9020141116
2014-07-04 16:30:00,53.9345164279,-7.68,0.253,80.9017746419
2014-07-04 16:45:00,50.3297897513,-8.32,0.253,75.4946846269
2014-07-04 17:00:00,47.0880535956,-8.32,0.253,70.6320803934
2014-07-04 17:15:00,43.2294433754,-8.32,0.253,64.8441650631
2014-07-04 17:30:00,39.3372617775,-8.32,0.253,59.0058926662
2014-07-04 17:45:00,27.8432613499,-7.68,0.253,41.7648920248
2014-07-04 18:00:00,28.4244658257,-8.32,0.23,42.6366987385
2014-07-04 18:15:00,27.765627539,-8.32,0.23,41.6484413085
2014-07-04 18:30:00,18.403409593,-7.68,0.23,27.6051143896
2014-07-04 18:45:00,18.8818017248,-8.32,0.23,28.3227025871
2014-07-04 19:00:00,14.1943981185,-7.68,0.23,21.2915971777
2014-07-04 19:15:00,12.5347131352,-8.32,0.23,18.8020697028
2014-07-04 19:30:00,5.90856246882,-8.32,0.23,8.86284370323
2014-07-04 19:45:00,3.793565676,-8.32,0.23,5.690348514
2014-07-04 20:00:00,1.73102416079,-8.32,0.23,2.59653624118
2014-07-04 20:15:00,0.696606086523,-11.52,0.23,1.04490912978
2014-07-04 20:30:00,0.0,-12.16,0.23,0.0
2014-07-04 20:45:00,0.0,-12.16,0.23,0.0
2014-07-04 21:00:00,0.0,-12.16,0.23,0.0
2014-07-04 21:15:00,0.0,-12.16,0.23,0.0
2014-07-04 21:30:00,0.0,-12.16,0.202,0.0
2014-07-04 21:45:00,0.0,-11.52,0.202,0.0
2014-07-04 22:00:00,0.0,-12.16,0.202,0.0
2014-07-04 22:15:00,0.0,-12.16,0.202,0.0
2014-07-04 22:30:00,0.0,-12.16,0.202,0.0
2014-07-04 22:45:00,0.0,-12.16,0.202,0.0
2014-07-04 23:00:00,0.0,-12.16,0.202,0.0
2014-07-04 23:15:00,0.0,-12.16,0.202,0.0
2014-07-04 23:30:00,0.0,-12.8,0.202,0.0
2014-07-04 23:45:00,0.0,-11.52,0.202,0.0
2014-07-05 00:00:00,0.0,-12.8,0.202,0.0
2014-07-05 00:15:00,0.0,-11.52,0.202,0.0
2014-07-05 00:30:00,0.0,-12.8,0.202,0.0
2014-07-05 00:45:00,0.0,-11.52,0.202,0.0
2014-07-05 01:00:00,0.0,-12.8,0.202,0.0
2014-07-05 01:15:00,0.0,-12.16,0.202,0.0
2014-07-05 01:30:00,0.0,-12.16,0.202,0.0
2014-07-05 01:45:00,0.0,-12.16,0.202,0.0
2014-07-05 02:00:00,0.0,-12.16,0.202,0.0
2014-07-05 02:15:00,0.0,-12.16,0.202,0.0
2014-07-05 02:30:00,0.0,-12.16,0.202,0.0
2014-07-05 02:45:00,0.0,-12.16,0.202,0.0
2014-07-05 03:00:00,0.0,-12.16,0.202,0.0
2014-07-05 03:15:00,0.0,-12.16,0.202,0.0
2014-07-05 03:30:00,0.0,-12.16,0.202,0.0
2014-07-05 03:45:00,0.0,-12.8,0.202,0.0
2014-07-05 04:00:00,0.0,-12.16,0.202,0.0
2014-07-05 04:15:00,0.0,-12.16,0.202,0.0
2014-07-05 04:30:00,0.0,-12.16,0.202,0.0
2014-07-05 04:45:00,0.0,-12.8,0.202,0.0
2014-07-05 05:00:00,0.0,-12.16,0.202,0.0
2014-07-05 05:15:00,0.0,-12.16,0.202,0.0
2014-07-05 05:30:00,0.0,-12.16,0.202,0.0
2014-07-05 05:45:00,0.0,-12.16,0.202,0.0
2014-07-05 06:00:00,0.0,-12.16,0.202,0.0
2014-07-05 06:15:00,0.0881248663673,-9.6,0.202,0.132187299551
2014-07-05 06:30:00,0.698704297627,-10.24,0.202,1.04805644644
2014-07-05 06:45:00,1.83803292709,-8.96,0.202,2.75704939064
2014-07-05 07:00:00,3.03191504526,-8.32,0.202,4.54787256789
2014-07-05 07:15:00,4.25307390778,-8.32,0.202,6.37961086166
2014-07-05 07:30:00,6.08271399045,-8.32,0.202,9.12407098567
2014-07-05 07:45:00,8.05083600599,-8.32,0.202,12.076254009
2014-07-05 08:00:00,12.2640439028,-8.32,0.202,18.3960658542
2014-07-05 08:15:00,15.476405103,-8.32,0.202,23.2146076545
2014-07-05 08:30:00,20.016933932,-8.32,0.202,30.025400898
2014-07-05 08:45:00,35.4471783907,-8.32,0.202,53.1707675861
