,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
2011-01-01 00:00:00,2011,1,1,0,0,0,0,0,3.84076476097,6.80639038086,164.972317296
2011-01-01 00:30:00,2011,1,1,0,30,0,0,0,3.92370176315,6.78118286133,164.734415369
2011-01-01 01:00:00,2011,1,1,1,0,0,0,0,4.00663852692,6.7559753418,162.032874225
2011-01-01 01:30:00,2011,1,1,1,30,0,0,0,4.08254528046,6.71447143555,157.756637089
2011-01-01 02:00:00,2011,1,1,2,0,0,0,0,4.158452034,6.67299804688,152.648650775
2011-01-01 02:30:00,2011,1,1,2,30,0,0,0,4.20175457001,6.58638916016,147.112318788
2011-01-01 03:00:00,2011,1,1,3,0,0,0,0,4.24505710602,6.49978027344,141.352683134
2011-01-01 03:30:00,2011,1,1,3,30,0,0,0,4.25563144684,6.47454223633,135.480724874
2011-01-01 04:00:00,2011,1,1,4,0,0,0,0,4.26620578766,6.44930419922,129.563096318
2011-01-01 04:30:00,2011,1,1,4,30,0,0,0,4.24011421204,6.49166259766,123.644921648
2011-01-01 05:00:00,2011,1,1,5,0,0,0,0,4.21402263641,6.53402099609,117.760837342
2011-01-01 05:30:00,2011,1,1,5,30,0,0,0,4.18190765381,6.58229980469,111.94082779
2011-01-01 06:00:00,2011,1,1,6,0,0,0,0,4.1497926712,6.6305480957,106.213672498
2011-01-01 06:30:00,2011,1,1,6,30,0,0,0,4.09933757782,6.67824707031,100.609273577
2011-01-01 07:00:00,2011,1,1,7,0,0,0,0,4.0488820076,6.72594604492,95.160466449
2011-01-01 07:30:00,2011,1,1,7,30,0,0,0,3.95018529892,6.89861450195,89.899890949
2011-01-01 08:00:00,2011,1,1,8,0,59,31,315,3.85148835182,7.07131347656,84.8834541595
2011-01-01 08:30:00,2011,1,1,8,30,134,48,505,3.74552822113,7.32119140625,80.1515567978
2011-01-01 09:00:00,2011,1,1,9,0,213,60,622,3.63956785202,7.57109985352,75.7653319069
2011-01-01 09:30:00,2011,1,1,9,30,287,68,700,3.55999708176,7.99813232422,71.7929908186
2011-01-01 10:00:00,2011,1,1,10,0,121,121,0,3.48042607307,8.42516479492,68.3105988716
2011-01-01 10:30:00,2011,1,1,10,30,236,181,132,3.40575218201,8.81826171875,65.3995493638
2011-01-01 11:00:00,2011,1,1,11,0,77,77,0,3.33107852936,9.21135864258,63.1413246961
2011-01-01 11:30:00,2011,1,1,11,30,73,73,0,3.25394868851,9.41301879883,61.6095228144
2011-01-01 12:00:00,2011,1,1,12,0,135,135,0,3.17681860924,9.6146484375,60.8601681498
2011-01-01 12:30:00,2011,1,1,12,30,225,202,46,3.14372563362,9.76418457031,60.9226835972
2011-01-01 13:00:00,2011,1,1,13,0,146,146,0,3.110632658,9.91369018555,61.7945631159
2011-01-01 13:30:00,2011,1,1,13,30,105,105,0,3.11743736267,9.71080932617,63.4418407047
2011-01-01 14:00:00,2011,1,1,14,0,119,119,0,3.12424206734,9.50795898438,65.8051652813
2011-01-01 14:30:00,2011,1,1,14,30,74,74,0,3.21174526215,9.27132568359,68.8091237353
2011-01-01 15:00:00,2011,1,1,15,0,17,17,0,3.29924869537,9.03469238281,72.3717906679
2011-01-01 15:30:00,2011,1,1,15,30,71,71,0,3.4129242897,8.76412353516,76.4123152744
2011-01-01 16:00:00,2011,1,1,16,0,10,10,0,3.52659964561,8.49352416992,80.8557267529
2011-01-01 16:30:00,2011,1,1,16,30,4,4,0,3.59746384621,8.26049194336,85.6350665028
2011-01-01 17:00:00,2011,1,1,17,0,0,0,0,3.6683280468,8.0274597168,90.6908945465
2011-01-01 17:30:00,2011,1,1,17,30,0,0,0,3.70568537712,7.77819213867,95.9836247202
2011-01-01 18:00:00,2011,1,1,18,0,0,0,0,3.74304270744,7.52889404297,101.458380762
2011-01-01 18:30:00,2011,1,1,18,30,0,0,0,3.81935691833,7.34002075195,107.083323291
2011-01-01 19:00:00,2011,1,1,19,0,0,0,0,3.89567136765,7.15114746094,112.826121007
2011-01-01 19:30:00,2011,1,1,19,30,0,0,0,4.00681495667,7.03212890625,118.657096534
2011-01-01 20:00:00,2011,1,1,20,0,0,0,0,4.11795902252,6.91307983398,124.547349427
2011-01-01 20:30:00,2011,1,1,20,30,0,0,0,4.21216392517,6.84884033203,130.466287991
2011-01-01 21:00:00,2011,1,1,21,0,0,0,0,4.30636835098,6.78460083008,136.377889833
2011-01-01 21:30:00,2011,1,1,21,30,0,0,0,4.38914251328,6.79644165039,142.234251367
2011-01-01 22:00:00,2011,1,1,22,0,0,0,0,4.47191667557,6.8082824707,147.963209136
2011-01-01 22:30:00,2011,1,1,22,30,0,0,0,4.57040452957,6.86443481445,153.442538027
2011-01-01 23:00:00,2011,1,1,23,0,0,0,0,4.66889238358,6.9205871582,158.443717729
2011-01-01 23:30:00,2011,1,1,23,30,0,0,0,4.71548271179,6.97677001953,162.517898895
2011-01-02 00:00:00,2011,1,2,0,0,0,0,0,4.76207256317,7.03292236328,164.871040899
2011-01-02 00:30:00,2011,1,2,0,30,0,0,0,4.80242061615,7.03313598633,164.676539893
2011-01-02 01:00:00,2011,1,2,1,0,0,0,0,4.84276819229,7.0333190918,162.017488921
2011-01-02 01:30:00,2011,1,2,1,30,0,0,0,4.84666538239,6.92730102539,157.769920199
2011-01-02 02:00:00,2011,1,2,2,0,0,0,0,4.85056304932,6.82128295898,152.678892855
2011-01-02 02:30:00,2011,1,2,2,30,0,0,0,4.83893299103,6.62954101563,147.152267108
2011-01-02 03:00:00,2011,1,2,3,0,0,0,0,4.82730340958,6.43779907227,141.397969403
2011-01-02 03:30:00,2011,1,2,3,30,0,0,0,4.7955904007,6.22673950195,135.528577676
2011-01-02 04:00:00,2011,1,2,4,0,0,0,0,4.76387739182,6.01567993164,129.611620768
2011-01-02 04:30:00,2011,1,2,4,30,0,0,0,4.73502540588,5.82186279297,123.692712277
2011-01-02 05:00:00,2011,1,2,5,0,0,0,0,4.70617294312,5.6280456543,117.806762674
2011-01-02 05:30:00,2011,1,2,5,30,0,0,0,4.67434930801,5.46877441406,111.983903256
2011-01-02 06:00:00,2011,1,2,6,0,0,0,0,4.64252567291,5.30953369141,106.252980263
2011-01-02 06:30:00,2011,1,2,6,30,0,0,0,4.58411693573,5.32006225586,100.643908446
2011-01-02 07:00:00,2011,1,2,7,0,0,0,0,4.52570867538,5.33056030273,95.1894974595
2011-01-02 07:30:00,2011,1,2,7,30,0,0,0,4.426197052,5.46431884766,89.9222906606
2011-01-02 08:00:00,2011,1,2,8,0,23,23,0,4.32668495178,5.598046875,84.8982476578
2011-01-02 08:30:00,2011,1,2,8,30,54,54,0,4.21558666229,5.79079589844,80.1575843263
2011-01-02 09:00:00,2011,1,2,9,0,24,24,0,4.1044883728,5.98354492188,75.7614011891
2011-01-02 09:30:00,2011,1,2,9,30,89,89,0,3.9789557457,6.22216186523,71.7778917715
2011-01-02 10:00:00,2011,1,2,10,0,106,106,0,3.85342311859,6.46074829102,68.2831773303
2011-01-02 10:30:00,2011,1,2,10,30,135,135,0,3.72386264801,6.73693237305,65.358821599
2011-01-02 11:00:00,2011,1,2,11,0,164,161,8,3.59430241585,7.01311645508,63.08662548
2011-01-02 11:30:00,2011,1,2,11,30,142,142,0,3.5396053791,7.2549987793,61.5406596546
2011-01-02 12:00:00,2011,1,2,12,0,242,210,65,3.48490834236,7.49688110352,60.7775332152
2011-01-02 12:30:00,2011,1,2,12,30,250,213,75,3.358938694,7.65416870117,60.8272734859
2011-01-02 13:00:00,2011,1,2,13,0,292,212,168,3.23296904564,7.81145629883,61.6878811875
2011-01-02 13:30:00,2011,1,2,13,30,310,189,271,3.11486673355,7.92299804688,63.3257055347
2011-01-02 14:00:00,2011,1,2,14,0,130,130,0,2.99676465988,8.03453979492,65.6814860312
2011-01-02 14:30:00,2011,1,2,14,30,151,141,27,2.90666818619,7.97844848633,68.6797085896
2011-01-02 15:00:00,2011,1,2,15,0,74,74,0,2.81657147408,7.92235717773,72.2382238793
2011-01-02 15:30:00,2011,1,2,15,30,13,13,0,2.8141617775,7.69201049805,76.2759038763
2011-01-02 16:00:00,2011,1,2,16,0,8,8,0,2.8117518425,7.46169433594,80.7175019341
2011-01-02 16:30:00,2011,1,2,16,30,3,3,0,2.86146736145,7.26638183594,85.4958258557
2011-01-02 17:00:00,2011,1,2,17,0,0,0,0,2.91118311882,7.07106933594,90.5501673433
2011-01-02 17:30:00,2011,1,2,17,30,0,0,0,2.94428014755,6.90288696289,95.8437752438
2011-01-02 18:00:00,2011,1,2,18,0,0,0,0,2.97737693787,6.73470458984,101.318696389
2011-01-02 18:30:00,2011,1,2,18,30,0,0,0,3.00445461273,6.57232055664,106.943944391
2011-01-02 19:00:00,2011,1,2,19,0,0,0,0,3.0315322876,6.40990600586,112.687093876
2011-01-02 19:30:00,2011,1,2,19,30,0,0,0,3.01929044724,6.28762207031,118.51838499
2011-01-02 20:00:00,2011,1,2,20,0,0,0,0,3.00704884529,6.16533813477,124.408840709
2011-01-02 20:30:00,2011,1,2,20,30,0,0,0,2.90836143494,6.1422668457,130.327795309
2011-01-02 21:00:00,2011,1,2,21,0,0,0,0,2.80967378616,6.11916503906,136.239157449
2011-01-02 21:30:00,2011,1,2,21,30,0,0,0,2.63897562027,6.19460449219,142.09497936
2011-01-02 22:00:00,2011,1,2,22,0,0,0,0,2.46827721596,6.27004394531,147.823150827
2011-01-02 22:30:00,2011,1,2,22,30,0,0,0,2.30770492554,6.42107543945,153.301838656
2011-01-02 23:00:00,2011,1,2,23,0,0,0,0,2.1471323967,6.57210693359,158.304020135
2011-01-02 23:30:00,2011,1,2,23,30,0,0,0,2.07671451569,6.76134643555,162.385509327
2011-01-03 00:00:00,2011,1,3,0,0,0,0,0,2.00629663467,6.95055541992,164.762012551
2011-01-03 00:30:00,2011,1,3,0,30,0,0,0,2.0395026207,7.02727661133,164.610082386
2011-01-03 01:00:00,2011,1,3,1,0,0,0,0,2.0727083683,7.10402832031,161.994054578
2011-01-03 01:30:00,2011,1,3,1,30,0,0,0,2.10351419449,7.09588012695,157.77612018
2011-01-03 02:00:00,2011,1,3,2,0,0,0,0,2.13431978226,7.08770141602,152.702841639
2011-01-03 02:30:00,2011,1,3,2,30,0,0,0,2.17999505997,7.02242431641,147.186457698
2011-01-03 03:00:00,2011,1,3,3,0,0,0,0,2.22567033768,6.9571472168,141.437834483
2011-01-03 03:30:00,2011,1,3,3,30,0,0,0,2.2337679863,6.85308227539,135.571204093
2011-01-03 04:00:00,2011,1,3,4,0,0,0,0,2.24186587334,6.74901733398,129.655012369
2011-01-03 04:30:00,2011,1,3,4,30,0,0,0,2.20405817032,6.71068725586,123.73538895
2011-01-03 05:00:00,2011,1,3,5,0,0,0,0,2.1662504673,6.67235717773,117.847535703
2011-01-03 05:30:00,2011,1,3,5,30,0,0,0,2.09308290482,6.63344726563,112.021742384
2011-01-03 06:00:00,2011,1,3,6,0,0,0,0,2.01991558075,6.59453735352,106.286929842
2011-01-03 06:30:00,2011,1,3,6,30,0,0,0,1.95186638832,6.39934692383,100.67303111
2011-01-03 07:00:00,2011,1,3,7,0,0,0,0,1.8838173151,6.20415649414,95.212834493
2011-01-03 07:30:00,2011,1,3,7,30,0,0,0,1.77800703049,6.3649230957,89.9388153446
2011-01-03 08:00:00,2011,1,3,8,0,59,31,315,1.67219686508,6.52565917969,84.9069238603
2011-01-03 08:30:00,2011,1,3,8,30,134,48,506,1.59515857697,7.05941162109,80.1572531327
2011-01-03 09:00:00,2011,1,3,9,0,213,59,624,1.51812016964,7.5931640625,75.7508652221
2011-01-03 09:30:00,2011,1,3,9,30,288,68,702,1.53787696362,8.3551574707,71.7559454206
2011-01-03 10:00:00,2011,1,3,10,0,354,74,755,1.55763375759,9.11715087891,68.2486834325
2011-01-03 10:30:00,2011,1,3,10,30,284,172,267,1.53984177113,9.63060913086,65.3108303569
2011-01-03 11:00:00,2011,1,3,11,0,229,195,75,1.52204978466,10.1440368652,63.0245259777
2011-01-03 11:30:00,2011,1,3,11,30,222,199,48,1.50255584717,10.6197753906,61.4643337222
2011-01-03 12:00:00,2011,1,3,12,0,229,206,46,1.48306179047,11.0954833984,60.6874645067
2011-01-03 12:30:00,2011,1,3,12,30,234,208,52,1.49644362926,11.2515197754,60.7245587218
2011-01-03 13:00:00,2011,1,3,13,0,227,201,54,1.50982546806,11.4075256348,61.5741213457
2011-01-03 13:30:00,2011,1,3,13,30,212,189,51,1.57531917095,11.3269287109,63.202802415
2011-01-03 14:00:00,2011,1,3,14,0,319,147,415,1.64081287384,11.2463623047,65.5514108561
2011-01-03 14:30:00,2011,1,3,14,30,275,136,379,1.67852067947,10.9031311035,68.5443071441
2011-01-03 15:00:00,2011,1,3,15,0,283,67,701,1.71622860432,10.5598693848,72.0990948719
2011-01-03 15:30:00,2011,1,3,15,30,208,59,621,1.77234435081,9.95015869141,76.1343501351
2011-01-03 16:00:00,2011,1,3,16,0,129,47,500,1.82846009731,9.34044799805,80.5745366765
2011-01-03 16:30:00,2011,1,3,16,30,53,29,300,1.9228246212,9.07064208984,85.3522208958
2011-01-03 17:00:00,2011,1,3,17,0,0,0,0,2.01718902588,8.80083618164,90.4066423875
2011-01-03 17:30:00,2011,1,3,17,30,0,0,0,2.08788824081,8.53936157227,95.7002072335
2011-01-03 18:00:00,2011,1,3,18,0,0,0,0,2.15858745575,8.27788696289,101.175561929
2011-01-03 18:30:00,2011,1,3,18,30,0,0,0,2.17792463303,8.07528076172,106.801343693
2011-01-03 19:00:00,2011,1,3,19,0,0,0,0,2.1972618103,7.87267456055,112.545030543
2011-01-03 19:30:00,2011,1,3,19,30,0,0,0,2.18610429764,7.77776489258,118.376776236
2011-01-03 20:00:00,2011,1,3,20,0,0,0,0,2.17494654655,7.68285522461,124.267520877
2011-01-03 20:30:00,2011,1,3,20,30,0,0,0,2.13355541229,7.59923706055,130.1865146
2011-01-03 21:00:00,2011,1,3,21,0,0,0,0,2.09216427803,7.51564941406,136.097580929
2011-01-03 21:30:00,2011,1,3,21,30,0,0,0,2.03341341019,7.44014892578,141.952701785
2011-01-03 22:00:00,2011,1,3,22,0,0,0,0,1.97466242313,7.3646484375,147.679777491
2011-01-03 22:30:00,2011,1,3,22,30,0,0,0,1.93024015427,7.25658569336,153.157296463
2011-01-03 23:00:00,2011,1,3,23,0,0,0,0,1.88581800461,7.1485534668,158.159622673
2011-01-03 23:30:00,2011,1,3,23,30,0,0,0,1.88725411892,6.99865112305,162.247106731
2011-01-04 00:00:00,2011,1,4,0,0,0,0,0,1.88869023323,6.8487487793,164.6453447
2011-01-04 00:30:00,2011,1,4,0,30,0,0,0,1.96087992191,6.63289794922,164.535063243
2011-01-04 01:00:00,2011,1,4,1,0,0,0,0,2.0330696106,6.41707763672,161.962494489
2011-01-04 01:30:00,2011,1,4,1,30,0,0,0,2.05329990387,6.29357299805,157.775120136
2011-01-04 02:00:00,2011,1,4,2,0,0,0,0,2.07352995872,6.17009887695,152.720372719
2011-01-04 02:30:00,2011,1,4,2,30,0,0,0,1.99008095264,6.24776611328,147.214769721
2011-01-04 03:00:00,2011,1,4,3,0,0,0,0,1.90663194656,6.32543334961,141.47216423
2011-01-04 03:30:00,2011,1,4,3,30,0,0,0,1.8063813448,6.50957641602,135.608497346
2011-01-04 04:00:00,2011,1,4,4,0,0,0,0,1.70613074303,6.69375,129.693171725
2011-01-04 04:30:00,2011,1,4,4,30,0,0,0,1.59468138218,6.87648925781,123.772859547
2011-01-04 05:00:00,2011,1,4,5,0,0,0,0,1.48323202133,7.05919799805,117.883071528
2011-01-04 05:30:00,2011,1,4,5,30,0,0,0,1.3496837616,7.15902099609,112.05426752
2011-01-04 06:00:00,2011,1,4,6,0,0,0,0,1.21613550186,7.25881347656,106.31545095
2011-01-04 06:30:00,2011,1,4,6,30,0,0,0,1.12062835693,7.27239379883,100.696578854
2011-01-04 07:00:00,2011,1,4,7,0,0,0,0,1.0251210928,7.28600463867,95.2304226683
2011-01-04 07:30:00,2011,1,4,7,30,0,0,0,0.973445892334,7.32616577148,89.949386715
2011-01-04 08:00:00,2011,1,4,8,0,61,31,331,0.921770691872,7.36635742188,84.9094323235
2011-01-04 08:30:00,2011,1,4,8,30,138,48,525,0.811453461647,7.66744384766,80.150524311
2011-01-04 09:00:00,2011,1,4,9,0,219,60,643,0.701136231422,7.96853027344,75.7336952798
2011-01-04 09:30:00,2011,1,4,9,30,295,69,721,0.618594288826,9.03792724609,71.7271327034
2011-01-04 10:00:00,2011,1,4,10,0,362,75,774,0.536052286625,10.1072937012,68.2071076311
2011-01-04 10:30:00,2011,1,4,10,30,419,79,811,0.553631603718,10.8716674805,65.2555760203
2011-01-04 11:00:00,2011,1,4,11,0,462,83,835,0.571210920811,11.6360107422,62.9550361884
2011-01-04 11:30:00,2011,1,4,11,30,492,85,850,0.675465583801,12.008782959,61.3805646078
2011-01-04 12:00:00,2011,1,4,12,0,507,86,857,0.779720187187,12.3815551758,60.5899910617
2011-01-04 12:30:00,2011,1,4,12,30,506,86,857,0.868140697479,12.5215393066,60.6145779749
2011-01-04 13:00:00,2011,1,4,13,0,490,84,849,0.956561207771,12.6615234375,61.4533317564
2011-01-04 13:30:00,2011,1,4,13,30,460,82,834,1.04005074501,12.5446105957,63.0731894456
2011-01-04 14:00:00,2011,1,4,14,0,416,79,809,1.12354040146,12.4276977539,65.4150071704
2011-01-04 14:30:00,2011,1,4,14,30,359,74,772,1.2319419384,12.0061279297,68.4029950723
2011-01-04 15:00:00,2011,1,4,15,0,291,68,718,1.34034359455,11.5845581055,71.9544863226
2011-01-04 15:30:00,2011,1,4,15,30,214,60,639,1.46983349323,10.9049926758,75.9877424933
2011-01-04 16:00:00,2011,1,4,16,0,134,47,518,1.59932339191,10.2254577637,80.4269238197
2011-01-04 16:30:00,2011,1,4,16,30,57,30,319,1.69205605984,9.98970947266,85.2043432782
2011-01-04 17:00:00,2011,1,4,17,0,0,0,0,1.78478872776,9.75399169922,90.259170504
2011-01-04 17:30:00,2011,1,4,17,30,0,0,0,1.82330846786,9.48568115234,95.553025941
2011-01-04 18:00:00,2011,1,4,18,0,0,0,0,1.86182820797,9.21737060547,101.029082931
2011-01-04 18:30:00,2011,1,4,18,30,0,0,0,1.87115454674,9.00081787109,106.655626355
2011-01-04 19:00:00,2011,1,4,19,0,0,0,0,1.88048088551,8.78426513672,112.400035213
2011-01-04 19:30:00,2011,1,4,19,30,0,0,0,1.86425507069,8.62398681641,118.232373079
2011-01-04 20:00:00,2011,1,4,20,0,0,0,0,1.84802925587,8.46373901367,124.123491008
2011-01-04 20:30:00,2011,1,4,20,30,0,0,0,1.85792183876,8.30892333984,130.042545049
2011-01-04 21:00:00,2011,1,4,21,0,0,0,0,1.86781442165,8.15413818359,135.953257644
2011-01-04 21:30:00,2011,1,4,21,30,0,0,0,1.94259595871,7.90773925781,141.807514744
2011-01-04 22:00:00,2011,1,4,22,0,0,0,0,2.01737737656,7.66134033203,147.533185415
2011-01-04 22:30:00,2011,1,4,22,30,0,0,0,2.09864330292,7.36782226563,153.009011162
2011-01-04 23:00:00,2011,1,4,23,0,0,0,0,2.1799094677,7.07427368164,158.010634641
2011-01-04 23:30:00,2011,1,4,23,30,0,0,0,2.22755432129,6.82784423828,162.102815645
2011-01-05 00:00:00,2011,1,5,0,0,0,0,0,2.27519893646,6.58141479492,164.521153471
2011-01-05 00:30:00,2011,1,5,0,30,0,0,0,2.31072092056,6.36516723633,164.451512878
2011-01-05 01:00:00,2011,1,5,1,0,0,0,0,2.34624266624,6.14891967773,161.922740771
2011-01-05 01:30:00,2011,1,5,1,30,0,0,0,2.34537649155,6.00270996094,157.766808597
2011-01-05 02:00:00,2011,1,5,2,0,0,0,0,2.34451007843,5.85653076172,152.731365174
2011-01-05 02:30:00,2011,1,5,2,30,0,0,0,2.28997707367,5.82149658203,147.237085023
2011-01-05 03:00:00,2011,1,5,3,0,0,0,0,2.23544383049,5.78649291992,141.500846918
2011-01-05 03:30:00,2011,1,5,3,30,0,0,0,2.13160419464,5.87697753906,135.64035307
2011-01-05 04:00:00,2011,1,5,4,0,0,0,0,2.02776479721,5.96749267578,129.726001953
2011-01-05 04:30:00,2011,1,5,4,30,0,0,0,1.93538951874,6.09066162109,123.805034613
2011-01-05 05:00:00,2011,1,5,5,0,0,0,0,1.84301435947,6.21383056641,117.913288083
2011-01-05 05:30:00,2011,1,5,5,30,0,0,0,1.88771271706,6.11831054688,112.081404017
2011-01-05 06:00:00,2011,1,5,6,0,0,0,0,1.93241119385,6.02279052734,106.338476474
2011-01-05 06:30:00,2011,1,5,6,30,0,0,0,2.01750850677,5.85662231445,100.714492287
2011-01-05 07:00:00,2011,1,5,7,0,0,0,0,2.10260558128,5.69042358398,95.2422105662
2011-01-05 07:30:00,2011,1,5,7,30,0,0,0,2.05197548866,5.8522277832,89.9539460952
2011-01-05 08:00:00,2011,1,5,8,0,62,31,342,2.00134539604,6.01403198242,84.9057366354
2011-01-05 08:30:00,2011,1,5,8,30,141,49,538,1.74787306786,6.68624267578,80.137374945
2011-01-05 09:00:00,2011,1,5,9,0,223,61,657,1.49440085888,7.35845336914,75.7098793575
2011-01-05 09:30:00,2011,1,5,9,30,300,69,735,1.3787394762,8.5921875,71.6914503555
2011-01-05 10:00:00,2011,1,5,10,0,369,75,788,1.26307809353,9.82592163086,68.1584557047
2011-01-05 10:30:00,2011,1,5,10,30,426,80,825,1.26140093803,10.6487060547,65.1930730626
2011-01-05 11:00:00,2011,1,5,11,0,470,83,849,1.25972378254,11.4715209961,62.8781794227
2011-01-05 11:30:00,2011,1,5,11,30,500,85,864,1.33277821541,11.926965332,61.289384952
2011-01-05 12:00:00,2011,1,5,12,0,515,86,871,1.40583264828,12.3824401855,60.4851550163
2011-01-05 12:30:00,2011,1,5,12,30,515,86,870,1.51094245911,12.5668579102,60.4973828169
2011-01-05 13:00:00,2011,1,5,13,0,499,85,862,1.61605238914,12.7512756348,61.3255736299
2011-01-05 13:30:00,2011,1,5,13,30,469,83,848,1.73601317406,12.6634155273,62.936937247
2011-01-05 14:00:00,2011,1,5,14,0,424,80,823,1.85597395897,12.5755249023,65.2723545783
2011-01-05 14:30:00,2011,1,5,14,30,367,75,787,1.9660063982,12.1126342773,68.2558599588
2011-01-05 15:00:00,2011,1,5,15,0,298,69,735,2.07603883743,11.6497131348,71.8044926837
2011-01-05 15:30:00,2011,1,5,15,30,221,60,657,2.19171762466,10.7116027832,75.8361804546
2011-01-05 16:00:00,2011,1,5,16,0,139,48,539,2.30739617348,9.77349243164,80.274766287
2011-01-05 16:30:00,2011,1,5,16,30,60,31,340,2.43416452408,9.28780517578,85.0522989241
2011-01-05 17:00:00,2011,1,5,17,0,0,0,0,2.5609331131,8.80208740234,90.1078608255
2011-01-05 17:30:00,2011,1,5,17,30,0,0,0,2.62116861343,8.42678222656,95.4023371462
2011-01-05 18:00:00,2011,1,5,18,0,0,0,0,2.68140435219,8.0514465332,100.879365079
2011-01-05 18:30:00,2011,1,5,18,30,0,0,0,2.65386962891,7.78634033203,106.506897279
2011-01-05 19:00:00,2011,1,5,19,0,0,0,0,2.62633514404,7.52123413086,112.252211442
2011-01-05 19:30:00,2011,1,5,19,30,0,0,0,2.52957487106,7.37221679688,118.085277269
2011-01-05 20:00:00,2011,1,5,20,0,0,0,0,2.43281435966,7.22319946289,123.976850718
2011-01-05 20:30:00,2011,1,5,20,30,0,0,0,2.31430149078,7.16494140625,129.895983957
2011-01-05 21:00:00,2011,1,5,21,0,0,0,0,2.19578838348,7.10668334961,135.806282652
2011-01-05 21:30:00,2011,1,5,21,30,0,0,0,2.09840655327,7.09868774414,141.659511585
2011-01-05 22:00:00,2011,1,5,22,0,0,0,0,2.00102472305,7.09069213867,147.38346769
2011-01-05 22:30:00,2011,1,5,22,30,0,0,0,1.95728170872,7.03963623047,152.857078922
2011-01-05 23:00:00,2011,1,5,23,0,0,0,0,1.91353869438,6.98861083984,157.857161789
2011-01-05 23:30:00,2011,1,5,23,30,0,0,0,1.91903591156,6.87822875977,161.952758428
2011-01-06 00:00:00,2011,1,6,0,0,0,0,0,1.92453324795,6.76781616211,164.389558084
2011-01-06 00:30:00,2011,1,6,0,30,0,0,0,1.97933697701,6.54525146484,164.359471475
2011-01-06 01:00:00,2011,1,6,1,0,0,0,0,2.03414058685,6.32268676758,161.874734754
2011-01-06 01:30:00,2011,1,6,1,30,0,0,0,2.12370967865,6.00542602539,157.751080047
2011-01-06 02:00:00,2011,1,6,2,0,0,0,0,2.21327853203,5.68819580078,152.735702014
2011-01-06 02:30:00,2011,1,6,2,30,0,0,0,2.29551315308,5.35390625,147.253288482
2011-01-06 03:00:00,2011,1,6,3,0,0,0,0,2.37774777412,5.0196472168,141.523773535
2011-01-06 03:30:00,2011,1,6,3,30,0,0,0,2.43224143982,4.72652587891,135.666669553
2011-01-06 04:00:00,2011,1,6,4,0,0,0,0,2.48673534393,4.43340454102,129.753408893
2011-01-06 04:30:00,2011,1,6,4,30,0,0,0,2.51968669891,4.20458374023,123.831827541
2011-01-06 05:00:00,2011,1,6,5,0,0,0,0,2.55263781548,3.97576293945,117.938106293
2011-01-06 05:30:00,2011,1,6,5,30,0,0,0,2.57340359688,3.78780517578,112.103080374
2011-01-06 06:00:00,2011,1,6,6,0,0,0,0,2.59416937828,3.59984741211,106.355942592
2011-01-06 06:30:00,2011,1,6,6,30,0,0,0,2.58027744293,3.52684936523,100.726715443
2011-01-06 07:00:00,2011,1,6,7,0,0,0,0,2.56638550758,3.45385131836,95.2481503111
2011-01-06 07:30:00,2011,1,6,7,30,0,0,0,2.4969625473,3.77041015625,89.9525025702
2011-01-06 08:00:00,2011,1,6,8,0,63,32,355,2.4275393486,4.08699951172,84.8958206278
2011-01-06 08:30:00,2011,1,6,8,30,144,49,552,2.25070405006,4.78292236328,80.1177877605
2011-01-06 09:00:00,2011,1,6,9,0,227,61,671,2.07386875153,5.47884521484,75.6794053465
2011-01-06 09:30:00,2011,1,6,9,30,305,69,748,2.02516055107,6.69268188477,71.648894618
2011-01-06 10:00:00,2011,1,6,10,0,374,75,800,1.97645235062,7.90651855469,68.1027325797
2011-01-06 10:30:00,2011,1,6,10,30,432,80,836,1.87384366989,8.82601318359,65.1233358877
2011-01-06 11:00:00,2011,1,6,11,0,477,83,860,1.77123498917,9.7455078125,62.7939794061
2011-01-06 11:30:00,2011,1,6,11,30,507,85,875,1.7078063488,10.3429504395,61.1908274707
2011-01-06 12:00:00,2011,1,6,12,0,522,86,881,1.64437782764,10.9403930664,60.3729981751
2011-01-06 12:30:00,2011,1,6,12,30,522,86,881,1.61774802208,11.1997009277,60.3730243864
2011-01-06 13:00:00,2011,1,6,13,0,506,85,872,1.59111833572,11.4590087891,61.1909075356
2011-01-06 13:30:00,2011,1,6,13,30,475,83,858,1.56673431396,11.4559570313,62.794115643
2011-01-06 14:00:00,2011,1,6,14,0,430,80,833,1.54235029221,11.4529052734,65.1235315874
2011-01-06 14:30:00,2011,1,6,14,30,373,75,797,1.49817430973,10.99453125,68.1029883151
2011-01-06 15:00:00,2011,1,6,15,0,304,69,745,1.45399832726,10.536126709,71.6492073076
2011-01-06 15:30:00,2011,1,6,15,30,193,63,526,1.48833727837,9.7135559082,75.6797638638
2011-01-06 16:00:00,2011,1,6,16,0,127,45,475,1.52267622948,8.89095458984,80.1181702461
2011-01-06 16:30:00,2011,1,6,16,30,63,32,353,1.64643287659,8.60814819336,84.8961980746
2011-01-06 17:00:00,2011,1,6,17,0,0,0,0,1.77018940449,8.32534179688,89.9528625084
2011-01-06 17:30:00,2011,1,6,17,30,0,0,0,1.86879229546,7.85067138672,95.2482470395
