,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
2011-03-20 23:30:00,2011,3,20,23,30,0,0,0,1.1692045927,9.20241699219,140.581664969
2011-03-21 00:00:00,2011,3,21,0,0,0,0,0,1.20168066025,9.08458862305,141.863420732
2011-03-21 00:30:00,2011,3,21,0,30,0,0,0,1.23688876629,9.01525268555,141.911828452
2011-03-21 01:00:00,2011,3,21,1,0,0,0,0,1.27209687233,8.94591674805,140.72209238
2011-03-21 01:30:00,2011,3,21,1,30,0,0,0,1.34936189651,8.86342773438,138.402540924
2011-03-21 02:00:00,2011,3,21,2,0,0,0,0,1.42662680149,8.7809387207,135.132475581
2011-03-21 02:30:00,2011,3,21,2,30,0,0,0,1.48555719852,8.6673828125,131.108634691
2011-03-21 03:00:00,2011,3,21,3,0,0,0,0,1.54448759556,8.5538269043,126.509087672
2011-03-21 03:30:00,2011,3,21,3,30,0,0,0,1.55308389664,8.53850708008,121.479484977
2011-03-21 04:00:00,2011,3,21,4,0,0,0,0,1.56168031693,8.52315673828,116.133336415
2011-03-21 04:30:00,2011,3,21,4,30,0,0,0,1.57711660862,8.52639160156,110.557846397
2011-03-21 05:00:00,2011,3,21,5,0,0,0,0,1.59255290031,8.52959594727,104.820657024
2011-03-21 05:30:00,2011,3,21,5,30,0,0,0,1.6593118906,8.57744750977,98.9757657632
2011-03-21 06:00:00,2011,3,21,6,0,0,0,0,1.72607088089,8.62526855469,93.068305322
2011-03-21 06:30:00,2011,3,21,6,30,23,23,0,1.79267525673,8.92543945313,87.1360757743
2011-03-21 07:00:00,2011,3,21,7,0,93,48,298,1.85927975178,9.22557983398,81.2234678195
2011-03-21 07:30:00,2011,3,21,7,30,33,33,0,1.91636347771,9.52437744141,75.3656307852
2011-03-21 08:00:00,2011,3,21,8,0,50,50,0,1.97344708443,9.82314453125,69.6077210791
2011-03-21 08:30:00,2011,3,21,8,30,66,66,0,2.04161739349,10.1774230957,64.0027361439
2011-03-21 09:00:00,2011,3,21,9,0,412,192,422,2.10978770256,10.5317016602,58.6167888688
2011-03-21 09:30:00,2011,3,21,9,30,415,267,248,2.14444875717,11.0218139648,53.535131395
2011-03-21 10:00:00,2011,3,21,10,0,336,293,65,2.17910981178,11.5119567871,48.8691325888
2011-03-21 10:30:00,2011,3,21,10,30,433,342,129,2.27340841293,11.8351074219,44.7627374001
2011-03-21 11:00:00,2011,3,21,11,0,783,136,861,2.36770677567,12.1582275391,41.3940194102
2011-03-21 11:30:00,2011,3,21,11,30,19,19,0,2.54520750046,12.2621704102,38.9632843524
2011-03-21 12:00:00,2011,3,21,12,0,837,140,880,2.72270846367,12.3661437988,37.6582599414
2011-03-21 12:30:00,2011,3,21,12,30,839,140,882,2.92287874222,12.392755127,37.5991064272
2011-03-21 13:00:00,2011,3,21,13,0,825,139,879,3.12304878235,12.4193359375,38.7915079389
2011-03-21 13:30:00,2011,3,21,13,30,794,137,872,3.28477811813,12.4323669434,41.1242028628
2011-03-21 14:00:00,2011,3,21,14,0,748,134,859,3.44650745392,12.4453674316,44.4131020675
2011-03-21 14:30:00,2011,3,21,14,30,686,130,839,3.53311991692,12.2655578613,48.4571041132
2011-03-21 15:00:00,2011,3,21,15,0,611,124,810,3.61973237991,12.085748291,53.0752065451
2011-03-21 15:30:00,2011,3,21,15,30,410,202,393,3.6161570549,11.6726623535,58.1201641309
2011-03-21 16:00:00,2011,3,21,16,0,333,163,380,3.61258196831,11.259576416,63.4777478943
2011-03-21 16:30:00,2011,3,21,16,30,325,95,644,3.48280572891,10.4997192383,69.060487024
2011-03-21 17:00:00,2011,3,21,17,0,220,79,536,3.35302948952,9.73989257813,74.8006391223
2011-03-21 17:30:00,2011,3,21,17,30,118,57,374,3.40265536308,9.04937133789,80.6440548857
2011-03-21 18:00:00,2011,3,21,18,0,32,25,116,3.45228123665,8.35888061523,86.54489962
2011-03-21 18:30:00,2011,3,21,18,30,0,0,0,3.42938494682,8.17800292969,92.4668995588
2011-03-21 19:00:00,2011,3,21,19,0,0,0,0,3.406488657,7.99715576172,98.3660068515
2011-03-21 19:30:00,2011,3,21,19,30,0,0,0,3.19532084465,7.97222290039,104.204075465
2011-03-21 20:00:00,2011,3,21,20,0,0,0,0,2.9841530323,7.94732055664,109.936094233
2011-03-21 20:30:00,2011,3,21,20,30,0,0,0,2.73711323738,8.07079467773,115.508481103
2011-03-21 21:00:00,2011,3,21,21,0,0,0,0,2.49007344246,8.19423828125,120.854420103
2011-03-21 21:30:00,2011,3,21,21,30,0,0,0,2.34166383743,8.34621582031,125.888122116
2011-03-21 22:00:00,2011,3,21,22,0,0,0,0,2.19325447083,8.4981628418,130.498302516
2011-03-21 22:30:00,2011,3,21,22,30,0,0,0,2.08566045761,8.62627563477,134.542499708
2011-03-21 23:00:00,2011,3,21,23,0,0,0,0,1.97806668282,8.75435791016,137.846580899
2011-03-21 23:30:00,2011,3,21,23,30,0,0,0,1.89722847939,8.8307434082,140.217393937
2011-03-22 00:00:00,2011,3,22,0,0,0,0,0,1.81639039516,8.90712890625,141.476649338
2011-03-22 00:30:00,2011,3,22,0,30,0,0,0,1.77358150482,8.90557250977,141.512244563
2011-03-22 01:00:00,2011,3,22,1,0,0,0,0,1.73077249527,8.90401611328,140.320682145
2011-03-22 01:30:00,2011,3,22,1,30,0,0,0,1.74965167046,8.78710327148,138.008498342
2011-03-22 02:00:00,2011,3,22,2,0,0,0,0,1.76853072643,8.67019042969,134.751499854
2011-03-22 02:30:00,2011,3,22,2,30,0,0,0,1.80773103237,8.52953491211,130.743026567
2011-03-22 03:00:00,2011,3,22,3,0,0,0,0,1.84693133831,8.38890991211,126.158748961
2011-03-22 03:30:00,2011,3,22,3,30,0,0,0,1.90521216393,8.2130065918,121.142951584
2011-03-22 04:00:00,2011,3,22,4,0,0,0,0,1.96349310875,8.03710327148,115.80850342
2011-03-22 04:30:00,2011,3,22,4,30,0,0,0,2.05211639404,7.84124145508,110.24238278
2011-03-22 05:00:00,2011,3,22,5,0,0,0,0,2.14073967934,7.64541015625,104.512206507
2011-03-22 05:30:00,2011,3,22,5,30,0,0,0,2.24707317352,7.62633666992,98.6720223952
2011-03-22 06:00:00,2011,3,22,6,0,0,0,0,2.35340690613,7.60723266602,92.7670221586
2011-03-22 06:30:00,2011,3,22,6,30,29,23,109,2.31823730469,8.02712402344,86.8351474298
2011-03-22 07:00:00,2011,3,22,7,0,111,55,351,2.28306794167,8.44698486328,80.9204822732
2011-03-22 07:30:00,2011,3,22,7,30,210,77,514,2.37219977379,9.11156616211,75.0584053699
2011-03-22 08:00:00,2011,3,22,8,0,313,93,623,2.46133160591,9.77617797852,69.2939325319
2011-03-22 08:30:00,2011,3,22,8,30,415,105,699,2.55320262909,10.4092651367,63.6799809118
2011-03-22 09:00:00,2011,3,22,9,0,408,199,398,2.64507365227,11.0423522949,58.2826503126
2011-03-22 09:30:00,2011,3,22,9,30,599,122,795,2.69748735428,11.7534423828,53.1873613769
2011-03-22 10:00:00,2011,3,22,10,0,526,279,373,2.74990129471,12.4645019531,48.506045161
2011-03-22 10:30:00,2011,3,22,10,30,738,132,847,2.80740141869,12.8767944336,44.3839268059
2011-03-22 11:00:00,2011,3,22,11,0,427,358,90,2.86490154266,13.2891174316,41.0014364027
2011-03-22 11:30:00,2011,3,22,11,30,218,212,8,2.98789787292,13.5839782715,38.5623697662
2011-03-22 12:00:00,2011,3,22,12,0,389,351,48,3.1108944416,13.8788391113,37.2582354435
2011-03-22 12:30:00,2011,3,22,12,30,653,359,369,3.2246723175,14.0447021484,37.2113514295
2011-03-22 13:00:00,2011,3,22,13,0,571,383,239,3.33844995499,14.210534668,38.4262763917
2011-03-22 13:30:00,2011,3,22,13,30,469,370,130,3.41448736191,14.1533752441,40.7877903072
2011-03-22 14:00:00,2011,3,22,14,0,265,253,16,3.49052453041,14.0962158203,44.1072077498
2011-03-22 14:30:00,2011,3,22,14,30,379,311,102,3.52048254013,13.7860351563,48.1799962297
2011-03-22 15:00:00,2011,3,22,15,0,251,234,27,3.55044078827,13.4758544922,52.8233157494
2011-03-22 15:30:00,2011,3,22,15,30,327,238,167,3.44328832626,13.1158691406,57.8892713183
2011-03-22 16:00:00,2011,3,22,16,0,258,194,143,3.33613586426,12.7558837891,63.2636356507
2011-03-22 16:30:00,2011,3,22,16,30,118,118,0,3.29802465439,12.2106262207,68.859211207
2011-03-22 17:00:00,2011,3,22,17,0,103,97,23,3.25991368294,11.6653686523,74.6085892933
2011-03-22 17:30:00,2011,3,22,17,30,8,8,0,3.36781311035,11.0847106934,80.4579177481
2011-03-22 18:00:00,2011,3,22,18,0,2,2,0,3.47571253777,10.5040527344,86.3616148042
2011-03-22 18:30:00,2011,3,22,18,30,0,0,0,3.64741277695,10.228326416,92.2833071272
2011-03-22 19:00:00,2011,3,22,19,0,0,0,0,3.81911277771,9.95263061523,98.1792044471
2011-03-22 19:30:00,2011,3,22,19,30,0,0,0,4.06826305389,9.76912841797,104.010979121
2011-03-22 20:00:00,2011,3,22,20,0,0,0,0,4.31741285324,9.58565673828,109.733436816
2011-03-22 20:30:00,2011,3,22,20,30,0,0,0,4.56511259079,9.44310913086,115.292738099
2011-03-22 21:00:00,2011,3,22,21,0,0,0,0,4.81281232834,9.30056152344,120.621780567
2011-03-22 21:30:00,2011,3,22,21,30,0,0,0,4.97197151184,9.2135559082,125.634559969
2011-03-22 22:00:00,2011,3,22,22,0,0,0,0,5.13113117218,9.12651977539,130.219848161
2011-03-22 22:30:00,2011,3,22,22,30,0,0,0,5.22170639038,9.08275756836,134.235858069
2011-03-22 23:00:00,2011,3,22,23,0,0,0,0,5.31228113174,9.03899536133,137.510218103
2011-03-22 23:30:00,2011,3,22,23,30,0,0,0,5.35842227936,9.06020507813,139.852958638
2011-03-23 00:00:00,2011,3,23,0,0,0,0,0,5.40456342697,9.08138427734,141.090004792
2011-03-23 00:30:00,2011,3,23,0,30,0,0,0,5.41366243362,9.12499389648,141.11294585
2011-03-23 01:00:00,2011,3,23,1,0,0,0,0,5.42276144028,9.16860351563,139.91952282
2011-03-23 01:30:00,2011,3,23,1,30,0,0,0,5.38724422455,9.21441040039,137.614529126
2011-03-23 02:00:00,2011,3,23,2,0,0,0,0,5.35172700882,9.26021728516,134.370377203
2011-03-23 02:30:00,2011,3,23,2,30,0,0,0,5.23239326477,9.30266723633,130.377086534
2011-03-23 03:00:00,2011,3,23,3,0,0,0,0,5.11305952072,9.3451171875,125.807961738
2011-03-23 03:30:00,2011,3,23,3,30,0,0,0,4.94690704346,9.38167724609,120.805923086
2011-03-23 04:00:00,2011,3,23,4,0,0,0,0,4.78075456619,9.41826782227,115.483186971
2011-03-23 04:30:00,2011,3,23,4,30,0,0,0,4.63036060333,9.44619140625,109.926491249
2011-03-23 05:00:00,2011,3,23,5,0,0,0,0,4.47996664047,9.47408447266,104.203414923
2011-03-23 05:30:00,2011,3,23,5,30,0,0,0,4.34086227417,9.51931152344,98.3680462387
2011-03-23 06:00:00,2011,3,23,6,0,0,0,0,4.20175790787,9.56450805664,92.4656283584
2011-03-23 06:30:00,2011,3,23,6,30,0,0,0,4.02837848663,9.78399047852,86.5342915956
2011-03-23 07:00:00,2011,3,23,7,0,3,3,0,3.85499954224,10.0034423828,80.6176741493
2011-03-23 07:30:00,2011,3,23,7,30,102,96,23,3.74885845184,10.3272949219,74.7514756061
2011-03-23 08:00:00,2011,3,23,8,0,145,135,27,3.64271736145,10.6511169434,68.980553913
2011-03-23 08:30:00,2011,3,23,8,30,120,120,0,3.76373147964,10.9988647461,63.3577339989
2011-03-23 09:00:00,2011,3,23,9,0,284,234,94,3.88474559784,11.3466430664,57.9490899136
2011-03-23 09:30:00,2011,3,23,9,30,402,277,207,3.90512990952,11.5099121094,52.8401968293
2011-03-23 10:00:00,2011,3,23,10,0,254,242,18,3.92551445961,11.6731811523,48.1435357861
2011-03-23 10:30:00,2011,3,23,10,30,529,338,265,3.92313861847,11.749597168,44.0056111598
2011-03-23 11:00:00,2011,3,23,11,0,586,354,305,3.92076301575,11.8260131836,40.6092378837
2011-03-23 11:30:00,2011,3,23,11,30,475,385,114,3.99226093292,11.8398376465,38.1617765885
2011-03-23 12:00:00,2011,3,23,12,0,453,384,86,4.0637588501,11.853692627,36.8586184175
2011-03-23 12:30:00,2011,3,23,12,30,628,378,311,4.13905096054,11.9471374512,36.8242882229
2011-03-23 13:00:00,2011,3,23,13,0,678,313,463,4.21434307098,12.0405822754,38.0621466366
2011-03-23 13:30:00,2011,3,23,13,30,623,335,377,4.20631027222,11.9223876953,40.4528693556
2011-03-23 14:00:00,2011,3,23,14,0,750,132,855,4.19827699661,11.8041931152,43.8030657736
2011-03-23 14:30:00,2011,3,23,14,30,105,105,0,4.13347434998,11.6148925781,47.9047450828
2011-03-23 15:00:00,2011,3,23,15,0,146,146,0,4.0686712265,11.425592041,52.5732553249
2011-03-23 15:30:00,2011,3,23,15,30,524,115,764,3.94153118134,11.1487365723,57.6600915823
2011-03-23 16:00:00,2011,3,23,16,0,344,163,398,3.81439137459,10.8718811035,63.0510628725
2011-03-23 16:30:00,2011,3,23,16,30,216,147,188,3.66254997253,10.4721618652,68.6592688548
2011-03-23 17:00:00,2011,3,23,17,0,81,81,0,3.51070833206,10.0724731445,74.417649318
2011-03-23 17:30:00,2011,3,23,17,30,10,10,0,3.43756461143,9.82994995117,80.2726575838
2011-03-23 18:00:00,2011,3,23,18,0,3,3,0,3.36442089081,9.58739624023,86.1789611766
2011-03-23 18:30:00,2011,3,23,18,30,0,0,0,3.33361506462,9.55291137695,92.100138673
2011-03-23 19:00:00,2011,3,23,19,0,0,0,0,3.30280923843,9.51842651367,97.9925989064
2011-03-23 19:30:00,2011,3,23,19,30,0,0,0,3.30986809731,9.49764404297,103.817859265
2011-03-23 20:00:00,2011,3,23,20,0,0,0,0,3.31692695618,9.47689208984,109.530547265
2011-03-23 20:30:00,2011,3,23,20,30,0,0,0,3.35124826431,9.47838745117,115.07657445
2011-03-23 21:00:00,2011,3,23,21,0,0,0,0,3.38556933403,9.4798828125,120.38856556
2011-03-23 21:30:00,2011,3,23,21,30,0,0,0,3.41822099686,9.46514282227,125.380321851
2011-03-23 22:00:00,2011,3,23,22,0,0,0,0,3.45087242126,9.45040283203,129.940699472
2011-03-23 22:30:00,2011,3,23,22,30,0,0,0,3.51352024078,9.43193969727,133.928615168
2011-03-23 23:00:00,2011,3,23,23,0,0,0,0,3.5761680603,9.4134765625,137.17347146
2011-03-23 23:30:00,2011,3,23,23,30,0,0,0,3.64248514175,9.39443359375,139.4884474
2011-03-24 00:00:00,2011,3,24,0,0,0,0,0,3.70880198479,9.37542114258,140.703583979
2011-03-24 00:30:00,2011,3,24,0,30,0,0,0,3.75321483612,9.33580932617,140.714038926
2011-03-24 01:00:00,2011,3,24,1,0,0,0,0,3.79762744904,9.29619750977,139.518733527
2011-03-24 01:30:00,2011,3,24,1,30,0,0,0,3.85068511963,9.19432983398,137.220765344
2011-03-24 02:00:00,2011,3,24,2,0,0,0,0,3.90374279022,9.0924621582,133.989249654
2011-03-24 02:30:00,2011,3,24,2,30,0,0,0,4.01015472412,8.97512207031,130.010962218
2011-03-24 03:00:00,2011,3,24,3,0,0,0,0,4.11656713486,8.85778198242,125.456875518
2011-03-24 03:30:00,2011,3,24,3,30,0,0,0,4.26949071884,8.75502929688,120.468548514
2011-03-24 04:00:00,2011,3,24,4,0,0,0,0,4.42241430283,8.65230712891,115.157534412
2011-03-24 04:30:00,2011,3,24,4,30,0,0,0,4.60457134247,8.58645019531,109.610317058
2011-03-24 05:00:00,2011,3,24,5,0,0,0,0,4.78672885895,8.52059326172,103.894425494
2011-03-24 05:30:00,2011,3,24,5,30,0,0,0,5.02260780334,8.55413208008,98.0639787947
2011-03-24 06:00:00,2011,3,24,6,0,0,0,0,5.25848722458,8.58764038086,92.1642641447
2011-03-24 06:30:00,2011,3,24,6,30,1,1,0,5.52810668945,8.70989379883,86.2335417496
2011-03-24 07:00:00,2011,3,24,7,0,6,6,0,5.79772567749,8.8321472168,80.3151374203
2011-03-24 07:30:00,2011,3,24,7,30,43,43,0,5.9360575676,9.1075378418,74.4449557385
2011-03-24 08:00:00,2011,3,24,8,0,79,79,0,6.0743894577,9.3829284668,68.6677093843
2011-03-24 08:30:00,2011,3,24,8,30,52,52,0,6.15456199646,9.69310913086,63.0361256062
2011-03-24 09:00:00,2011,3,24,9,0,75,75,0,6.23473405838,10.0032897949,57.6162420762
2011-03-24 09:30:00,2011,3,24,9,30,19,19,0,6.43511390686,10.3385864258,52.493775177
2011-03-24 10:00:00,2011,3,24,10,0,39,39,0,6.6354932785,10.6738830566,47.7817425207
2011-03-24 10:30:00,2011,3,24,10,30,31,31,0,6.56949520111,11.0101257324,43.6279255227
2011-03-24 11:00:00,2011,3,24,11,0,122,122,0,6.50349664688,11.3463378906,40.2175519865
2011-03-24 11:30:00,2011,3,24,11,30,182,178,4,6.36677837372,11.3795715332,37.7616232039
2011-03-24 12:00:00,2011,3,24,12,0,211,205,7,6.23005962372,11.4128051758,36.4595179478
2011-03-24 12:30:00,2011,3,24,12,30,40,40,0,5.89739847183,11.3496643066,36.4380186773
2011-03-24 13:00:00,2011,3,24,13,0,107,107,0,5.56473731995,11.2865234375,37.6992131647
2011-03-24 13:30:00,2011,3,24,13,30,102,102,0,5.23582363129,11.0638977051,40.1195230853
2011-03-24 14:00:00,2011,3,24,14,0,139,139,0,4.90690994263,10.8412719727,43.5007438052
2011-03-24 14:30:00,2011,3,24,14,30,100,100,0,4.77607917786,10.6637207031,47.6314015848
2011-03-24 15:00:00,2011,3,24,15,0,38,38,0,4.64524841309,10.4861694336,52.3250607158
2011-03-24 15:30:00,2011,3,24,15,30,37,37,0,4.44056415558,10.1759887695,57.4326478766
2011-03-24 16:00:00,2011,3,24,16,0,35,35,0,4.23587989807,9.86583862305,62.8400431394
2011-03-24 16:30:00,2011,3,24,16,30,56,56,0,3.986992836,9.42119750977,68.4606670258
2011-03-24 17:00:00,2011,3,24,17,0,36,36,0,3.73810577393,8.97655639648,74.227822725
2011-03-24 17:30:00,2011,3,24,17,30,20,20,0,3.60338258743,8.5104309082,80.0882761345
2011-03-24 18:00:00,2011,3,24,18,0,6,6,0,3.46865963936,8.04430541992,85.996943448
2011-03-24 18:30:00,2011,3,24,18,30,0,0,0,3.42284536362,7.94408569336,91.9173902657
2011-03-24 19:00:00,2011,3,24,19,0,0,0,0,3.37703084946,7.8438659668,97.806188476
2011-03-24 19:30:00,2011,3,24,19,30,0,0,0,3.42926883698,7.86846313477,103.624718019
2011-03-24 20:00:00,2011,3,24,20,0,0,0,0,3.48150682449,7.89306030273,109.327433416
2011-03-24 20:30:00,2011,3,24,20,30,0,0,0,3.55552434921,7.96236572266,114.860005726
2011-03-24 21:00:00,2011,3,24,21,0,0,0,0,3.62954187393,8.03170166016,120.154800585
2011-03-24 21:30:00,2011,3,24,21,30,0,0,0,3.6961555481,8.14858398438,125.125445378
2011-03-24 22:00:00,2011,3,24,22,0,0,0,0,3.76276922226,8.26543579102,129.660907921
2011-03-24 22:30:00,2011,3,24,22,30,0,0,0,3.80582618713,8.42171630859,133.620836874
2011-03-24 23:00:00,2011,3,24,23,0,0,0,0,3.84888291359,8.57796630859,136.836419868
2011-03-24 23:30:00,2011,3,24,23,30,0,0,0,3.85036897659,8.73687133789,139.123949283
2011-03-25 00:00:00,2011,3,25,0,0,0,0,0,3.85185527802,8.89577636719,140.317484116
2011-03-25 00:30:00,2011,3,25,0,30,0,0,0,3.80924606323,8.98656616211,140.315630292
2011-03-25 01:00:00,2011,3,25,1,0,0,0,0,3.76663684845,9.07738647461,139.118432803
2011-03-25 01:30:00,2011,3,25,1,30,0,0,0,3.68305563927,9.02919921875,136.827338109
2011-03-25 02:00:00,2011,3,25,2,0,0,0,0,3.59947443008,8.98104248047,133.608258131
2011-03-25 02:30:00,2011,3,25,2,30,0,0,0,3.51695203781,8.90883789063,129.644800187
2011-03-25 03:00:00,2011,3,25,3,0,0,0,0,3.43442988396,8.8366027832,125.105638899
2011-03-25 03:30:00,2011,3,25,3,30,0,0,0,3.36572623253,8.80748901367,120.130976131
2011-03-25 04:00:00,2011,3,25,4,0,0,0,0,3.2970225811,8.77840576172,114.831692442
2011-03-25 04:30:00,2011,3,25,4,30,0,0,0,3.2216823101,8.77059326172,109.294004893
2011-03-25 05:00:00,2011,3,25,5,0,0,0,0,3.14634203911,8.7628112793,103.585380912
2011-03-25 05:30:00,2011,3,25,5,30,0,0,0,3.06697368622,8.92299804688,97.7599610469
2011-03-25 06:00:00,2011,3,25,6,0,0,0,0,2.98760533333,9.08321533203,91.8630692168
2011-03-25 06:30:00,2011,3,25,6,30,40,28,159,2.81677389145,9.60790405273,85.9330804421
2011-03-25 07:00:00,2011,3,25,7,0,126,58,391,2.64594268799,10.1325622559,80.0130302695
2011-03-25 07:30:00,2011,3,25,7,30,227,78,543,2.64407634735,10.5610595703,74.1389960693
2011-03-25 08:00:00,2011,3,25,8,0,95,95,0,2.6422097683,10.9895263672,68.3555462555
2011-03-25 08:30:00,2011,3,25,8,30,434,105,718,2.67853569984,11.4062438965,62.7153018699
2011-03-25 09:00:00,2011,3,25,9,0,330,243,162,2.71486163139,11.8229614258,57.2842525827
2011-03-25 09:30:00,2011,3,25,9,30,437,274,265,2.7471370697,12.1680541992,52.1482411159
2011-03-25 10:00:00,2011,3,25,10,0,320,288,47,2.77941274643,12.5131774902,47.4208078372
2011-03-25 10:30:00,2011,3,25,10,30,556,335,304,2.80896854401,12.8561950684,43.2510076756
2011-03-25 11:00:00,2011,3,25,11,0,527,378,193,2.83852458,13.1992126465,39.826508172
2011-03-25 11:30:00,2011,3,25,11,30,425,370,69,2.80528140068,13.4934936523,37.3620284128
2011-03-25 12:00:00,2011,3,25,12,0,606,393,263,2.77203822136,13.7878051758,36.0610426276
2011-03-25 12:30:00,2011,3,25,12,30,396,357,48,2.79171991348,13.8614746094,36.0526438382
2011-03-25 13:00:00,2011,3,25,13,0,469,387,103,2.81140136719,13.935144043,37.3375692654
2011-03-25 13:30:00,2011,3,25,13,30,537,377,209,2.82785892487,13.8285461426,39.7878331534
2011-03-25 14:00:00,2011,3,25,14,0,559,334,308,2.84431672096,13.7219482422,43.2003080174
2011-03-25 14:30:00,2011,3,25,14,30,506,306,294,2.81235122681,13.4676147461,47.3600152249
2011-03-25 15:00:00,2011,3,25,15,0,436,276,260,2.78038573265,13.2133117676,52.0787663031
2011-03-25 15:30:00,2011,3,25,15,30,229,212,31,2.73857855797,12.7732788086,57.2069620429
2011-03-25 16:00:00,2011,3,25,16,0,256,198,125,2.69677138329,12.3332763672,62.6305887993
2011-03-25 16:30:00,2011,3,25,16,30,199,153,126,2.59457349777,11.7327819824,68.2634118631
2011-03-25 17:00:00,2011,3,25,17,0,150,106,161,2.49237561226,11.1322875977,74.0391123962
2011-03-25 17:30:00,2011,3,25,17,30,60,60,3,2.45423603058,10.7279907227,79.9047786802
2011-03-25 18:00:00,2011,3,25,18,0,19,19,0,2.41609668732,10.3236938477,85.8155821195
2011-03-25 18:30:00,2011,3,25,18,30,0,0,0,2.40421056747,10.1999145508,91.7350580932
2011-03-25 19:00:00,2011,3,25,19,0,0,0,0,2.39232468605,10.0761352539,97.6199718479
2011-03-25 19:30:00,2011,3,25,19,30,0,0,0,2.47577142715,9.94463500977,103.431558266
2011-03-25 20:00:00,2011,3,25,20,0,0,0,0,2.55921816826,9.8131652832,109.124104158
2011-03-25 20:30:00,2011,3,25,20,30,0,0,0,2.72122240067,9.67931518555,114.643048822
2011-03-25 21:00:00,2011,3,25,21,0,0,0,0,2.88322663307,9.54549560547,119.920512672
2011-03-25 21:30:00,2011,3,25,21,30,0,0,0,3.02809906006,9.47899780273,124.86996981
2011-03-25 22:00:00,2011,3,25,22,0,0,0,0,3.17297148705,9.41253051758,129.380526602
2011-03-25 22:30:00,2011,3,25,22,30,0,0,0,3.25543069839,9.35100708008,133.312590489
2011-03-25 23:00:00,2011,3,25,23,0,0,0,0,3.33788967133,9.28951416016,136.499143328
2011-03-25 23:30:00,2011,3,25,23,30,0,0,0,3.40611314774,9.24602661133,138.759554058
2011-03-26 00:00:00,2011,3,26,0,0,0,0,0,3.47433662415,9.20256958008,139.931802738
2011-03-26 00:30:00,2011,3,26,0,30,0,0,0,3.53609323502,9.12658081055,139.917826345
2011-03-26 01:00:00,2011,3,26,1,0,0,0,0,3.59784984589,9.05062255859,138.718738609
2011-03-26 01:30:00,2011,3,26,1,30,0,0,0,3.72499752045,8.96932373047,136.434377582
2011-03-26 02:00:00,2011,3,26,2,0,0,0,0,3.85214495659,8.88802490234,133.227542444
2011-03-26 02:30:00,2011,3,26,2,30,0,0,0,4.05600070953,8.85521850586,129.278745927
2011-03-26 03:00:00,2011,3,26,3,0,0,0,0,4.2598567009,8.82241210938,124.754399516
2011-03-26 03:30:00,2011,3,26,3,30,0,0,0,4.28981494904,8.8209777832,119.793353373
2011-03-26 04:00:00,2011,3,26,4,0,0,0,0,4.31977367401,8.81951293945,114.505807044
2011-03-26 04:30:00,2011,3,26,4,30,0,0,0,4.3280081749,8.8724609375,108.977698797
2011-03-26 05:00:00,2011,3,26,5,0,0,0,0,4.33624267578,8.92543945313,103.276423269
2011-03-26 05:30:00,2011,3,26,5,30,0,0,0,4.32227993011,9.09188232422,97.4561333885
2011-03-26 06:00:00,2011,3,26,6,0,0,0,0,4.30831766129,9.25832519531,91.5621826751
2011-03-26 06:30:00,2011,3,26,6,30,2,2,0,4.2423248291,9.61364135742,85.6330571525
2011-03-26 07:00:00,2011,3,26,7,0,7,7,0,4.17633247375,9.96892700195,79.7114933554
2011-03-26 07:30:00,2011,3,26,7,30,50,50,0,3.99260854721,10.4205871582,73.8337362971
2011-03-26 08:00:00,2011,3,26,8,0,17,17,0,3.80888438225,10.8722473145,68.0442044071
2011-03-26 08:30:00,2011,3,26,8,30,97,97,0,3.61231994629,11.2206054688,62.3954035156
2011-03-26 09:00:00,2011,3,26,9,0,66,66,0,3.41575551033,11.568963623,56.9532631577
2011-03-26 09:30:00,2011,3,26,9,30,613,119,798,3.39880847931,11.7762695313,51.8037371389
2011-03-26 10:00:00,2011,3,26,10,0,688,124,828,3.38186168671,11.9835449219,47.0608733771
2011-03-26 10:30:00,2011,3,26,10,30,147,147,0,3.42114496231,11.9891296387,42.8749952847
2011-03-26 11:00:00,2011,3,26,11,0,217,211,8,3.46042847633,11.9946838379,39.4362362257
2011-03-26 11:30:00,2011,3,26,11,30,362,333,36,3.40886974335,12.3077026367,36.9631109532
2011-03-26 12:00:00,2011,3,26,12,0,610,396,263,3.35731101036,12.6207214355,35.663300518
2011-03-26 12:30:00,2011,3,26,12,30,612,396,266,3.41344618797,12.6984802246,35.668263402
2011-03-26 13:00:00,2011,3,26,13,0,557,397,200,3.46958136559,12.7762084961,36.9773059683
2011-03-26 13:30:00,2011,3,26,13,30,258,248,12,3.46834230423,12.6155029297,39.4578779003
2011-03-26 14:00:00,2011,3,26,14,0,393,338,75,3.46710300446,12.4547973633,42.9018201293
2011-03-26 14:30:00,2011,3,26,14,30,451,324,186,3.39811372757,12.1795288086,47.0906302994
2011-03-26 15:00:00,2011,3,26,15,0,484,253,373,3.32912421227,11.9042602539,51.8344005363
2011-03-26 15:30:00,2011,3,26,15,30,352,243,200,3.27847194672,11.5672546387,56.9830497737
2011-03-26 16:00:00,2011,3,26,16,0,184,174,23,3.22781968117,11.2302185059,62.4227057471
2011-03-26 16:30:00,2011,3,26,16,30,340,93,662,3.15352034569,10.7010131836,68.0675018167
2011-03-26 17:00:00,2011,3,26,17,0,89,89,0,3.07922101021,10.1717773438,73.8515111635
